stratum,n,bias,rmse,mae,r,r_log,slope,intercept,view,retrieval,qc_mode
tau_thin,7600,23.210050199629954,67.10492845725426,23.218125138473738,-0.02311435470683066,0.0085808960437904,-5.998327380237504,27.014467080656324,sample,R11,qc_strict
tau_mid,12432,15.763930979494335,54.66591913957919,16.127549270544097,-0.05120675317199162,0.01050098743433903,-4.570804658316344,26.758790355969182,sample,R11,qc_strict
tau_thick,52348,16.733453724669534,60.57026133838885,20.566995294712275,0.06440563350345412,0.15403274724199,1.9340753247272229,10.599724992264152,sample,R11,qc_strict
tau_very_thick,28217,6.585583124539958,50.93771964902406,19.680316820050518,-0.012962386849291803,0.028259297265707115,-0.0751816503716945,23.062940735946377,sample,R11,qc_strict
all,102930,12.429535535884414,54.10697698538863,17.798808215212443,0.01829524554989676,0.28194913628710105,0.1512150761994383,19.12521967139471,pixel,R10,qc_strict
ocean,87156,11.810607185749989,52.29376017255702,16.87614245813015,0.02931025236512498,0.3211899740658778,0.23812555712600791,17.829025493996152,pixel,R10,qc_strict
land,15774,15.849297123580362,63.194515995211276,22.89680851470936,-0.027621374131305856,0.08156291529994804,-0.2450461879761761,25.595675878904967,pixel,R10,qc_strict
lat_tropics,5083,9.752321679760463,53.03241688810487,17.428337492928165,-0.0216038919295156,0.1930656369748912,-0.09837758749741983,18.04102684948312,pixel,R10,qc_strict
lat_midlat,79577,11.623994284714097,52.33738386374481,17.183471817631332,0.024706574147804222,0.28779573437781536,0.19845496730244622,18.010084048780016,pixel,R10,qc_strict
lat_polar,18270,16.683002102663735,61.481965016040725,20.58204451470249,0.01617100666558676,0.26766890618536626,0.22762867927867556,22.584767333868253,pixel,R10,qc_strict
dist_lt2km,55261,7.811420749303768,44.97994758551197,13.900693431677023,0.028456283945844547,0.30765639347346924,0.17916554881396435,14.382162529031572,pixel,R10,qc_strict
dist_2_5km,46945,17.81760366423496,63.073277354203235,22.31845230098736,0.0125266288455739,0.25852452107396046,0.13700512914638668,24.509546842202607,pixel,R10,qc_strict
dist_ge5km,724,15.549401469332762,61.87724756379246,22.272605792902493,0.051065723465434226,0.1984090933940777,0.6812541419666279,18.0060837412225,pixel,R10,qc_strict
tdiff_lt3min,40667,12.39803276873933,53.70767045637817,17.601494846416184,0.02187967496719903,0.2799160585374355,0.1918650821458386,18.71467818965222,pixel,R10,qc_strict
tdiff_ge3min,62263,12.450111528552437,54.36620021130764,17.92768319343125,0.016216345645879676,0.28325160863325977,0.12950150685797332,19.35814993496221,pixel,R10,qc_strict
water_pure_pixel,102923,12.428024981972964,54.103456708836106,17.797516198556483,0.018330432751753948,0.28203099117776115,0.15149672706820194,19.121814732137775,pixel,R10,qc_strict
water_dominant_pixel,7,34.63964128275531,92.34986290792143,36.79569825544937,-0.33798264315243065,-0.2139569614130466,-12.279550056860376,64.04911933765264,pixel,R10,qc_strict
mixed_pixel,0,,,,,,,,pixel,R10,qc_strict
not_water_pixel,0,,,,,,,,pixel,R10,qc_strict
phase_agree_liquid,78848,16.89779456343956,61.26887788683131,21.632390687672434,0.006483689737118462,0.2558432937261293,0.06633118204813333,24.410480309339444,pixel,R10,qc_strict
phase_disagree_atlid_liquid,24075,-2.2109113403314207,14.821883788521268,5.23792393613429,0.0837738058112368,0.3952384897067344,0.13609259238601887,4.158841350453794,pixel,R10,qc_strict
atlid_radar_synergy,57014,9.58223966870167,50.52377104692593,16.4579440304996,0.03322015064832311,0.28812201966199597,0.22189890284255448,16.741670698472067,pixel,R10,qc_strict
